股票代號,收盤價
1319,52.9
1590,502.0
2002,24.5
2303,14.1
2308,137.5
2313,33.8
2317,88.2
2327,326.0
2330,242.5
2337,40.7
2345,108.5
2357,271.0
2368,9.32
2383,106.5
2404,59.7
2439,175.0
2449,30.95
2454,304.5
2481,35.5
3017,28.1
3037,19.9
3189,49.1
3376,90.6
3443,297.0
3653,62.0
3661,111.0
3665,253.0
6191,11.65
6415,648.0
8046,26.2
8150,24.35
8210,44.75
8996,42.7
1815,110.0
3217,175.0
3264,248.5
3711,540.0
4966,609.0
5274,17890.0
5347,185.5
5439,407.0
6147,192.5
6187,1130.0
6223,5030.0
6274,1445.0
6510,3730.0
6515,9860.0
6669,4880.0
6805,1920.0
8358,469.0
