股票代號,收盤價
1590,1560.0
2002,19.0
2049,362.0
2303,121.5
2308,1680.0
2313,220.5
2317,264.5
2327,570.0
2330,2365.0
2345,2410.0
2360,1975.0
2368,985.0
2382,302.0
2383,5305.0
2408,459.0
2439,80.2
2449,249.0
2454,3920.0
3008,4625.0
3017,2940.0
3037,973.0
3376,188.5
3443,4480.0
3533,1970.0
3653,4450.0
3661,3660.0
3665,2370.0
3711,595.0
4958,482.0
6191,84.9
6271,192.0
6278,162.5
6515,6775.0
6669,6265.0
6805,1760.0
8046,1105.0
8150,86.9
8210,1235.0
8996,1135.0
3264,211.5
4966,605.0
4979,488.0
5274,16750.0
5347,151.5
6187,1175.0
6223,6300.0
6274,1530.0
6488,872.0
6510,2835.0
8358,384.0
