股票代號,收盤價
1590,1305.0
2002,19.1
2303,142.5
2308,1675.0
2313,225.5
2317,251.0
2327,572.0
2330,2450.0
2345,1965.0
2360,2180.0
2368,1045.0
2382,336.0
2383,5375.0
2408,515.0
2439,77.2
2449,271.5
2454,4720.0
2481,154.5
2637,100.5
3008,6720.0
3017,3460.0
3037,994.0
3376,189.5
3443,6225.0
3653,5790.0
3661,4055.0
3665,1930.0
3711,650.0
4958,494.5
6191,82.0
6271,227.0
6278,191.5
6515,7195.0
6669,2345.0
6805,2190.0
8046,1070.0
8150,90.9
8210,910.0
8996,1300.0
3264,240.0
4966,540.0
4979,571.0
5274,18700.0
5347,161.5
6187,1280.0
6223,5620.0
6274,1395.0
6488,917.0
6510,3670.0
8358,521.0
