股票代號,收盤價
1590,1240.0
2002,18.65
2303,157.0
2308,1875.0
2313,222.0
2317,250.0
2327,557.0
2330,2480.0
2345,1840.0
2360,2375.0
2368,1045.0
2382,344.5
2383,4895.0
2408,516.0
2439,78.6
2449,301.5
2454,5010.0
2481,168.0
2637,102.5
3008,6400.0
3017,3415.0
3037,1020.0
3376,177.0
3443,7615.0
3653,5790.0
3661,3665.0
3665,2300.0
3711,663.0
4958,470.0
6191,83.2
6271,230.0
6278,194.5
6515,5795.0
6669,2150.0
6805,2415.0
8046,1060.0
8150,103.0
8210,900.0
8996,1505.0
3264,284.0
4966,567.0
4979,618.0
5274,19820.0
5347,172.0
6187,1235.0
6223,5495.0
6274,1435.0
6488,931.0
6510,3485.0
8358,491.5
