股票代號,收盤價
1303,73.8
1319,82.0
1326,43.1
2002,19.05
2308,1410.0
2327,253.0
2330,1810.0
2345,1565.0
2357,563.0
2368,962.0
2383,2795.0
2404,915.0
2408,223.0
2439,83.3
2449,286.0
2454,1625.0
3008,2235.0
3017,1995.0
3037,499.0
3045,109.0
3189,346.0
3376,204.0
3443,2590.0
3533,1985.0
3653,3850.0
3661,3190.0
3665,1770.0
3711,329.5
6139,598.0
6191,92.8
6515,7885.0
6669,3645.0
6805,1865.0
8046,534.0
8210,893.0
8996,820.0
1815,103.5
3211,300.5
3217,154.5
3264,145.0
3324,1005.0
4979,380.0
5274,11465.0
5347,113.0
5536,723.0
6223,3715.0
6274,538.0
6488,441.5
6510,3410.0
8358,222.5
