股票代號,收盤價
1303,87.8
1319,73.6
2002,18.75
2303,72.7
2308,2020.0
2313,235.5
2317,228.0
2327,305.0
2330,2265.0
2345,2175.0
2357,588.0
2368,1420.0
2383,4730.0
2404,969.0
2439,88.7
2449,283.5
2454,2435.0
2481,103.0
3017,2835.0
3037,839.0
3189,515.0
3376,207.5
3443,3955.0
3653,4960.0
3661,4160.0
3665,2630.0
3711,495.5
6191,107.0
6415,420.0
6515,9580.0
6669,4890.0
6805,2070.0
7769,4970.0
8046,913.0
8210,1165.0
8996,1070.0
1815,108.0
3211,385.5
3217,169.5
3264,194.0
4966,615.0
4979,546.0
5274,16000.0
5439,374.5
6147,131.0
6223,4880.0
6274,990.0
6488,620.0
6510,3570.0
8358,335.5
