股票代號,收盤價
1590,1375.0
2002,19.2
2303,170.0
2308,2080.0
2313,243.0
2317,259.5
2327,1020.0
2330,2490.0
2345,2435.0
2368,1265.0
2382,372.5
2383,5700.0
2439,91.1
2449,329.5
2454,4535.0
2481,193.5
3008,5000.0
3017,2425.0
3037,974.0
3376,202.5
3443,4725.0
3533,2235.0
3653,3840.0
3661,4375.0
3665,2000.0
3711,662.0
4958,587.0
6191,99.1
6271,244.5
6278,204.0
6515,9450.0
6669,4675.0
6805,1765.0
8046,909.0
8150,106.5
8210,1310.0
8996,1450.0
1815,100.5
3264,233.5
4966,661.0
5274,18505.0
5347,186.5
5439,321.5
6147,258.0
6187,1170.0
6223,6680.0
6274,1735.0
6488,1010.0
6510,3665.0
8358,657.0
