股票代號,收盤價
1303,74.2
1319,83.4
1326,44.25
2002,19.6
2308,1510.0
2327,260.0
2330,1820.0
2345,1655.0
2357,577.0
2368,924.0
2383,2910.0
2404,880.0
2408,219.5
2439,85.3
2449,278.5
2454,1585.0
3008,2220.0
3017,2195.0
3037,505.0
3045,109.5
3189,352.0
3376,207.5
3443,2460.0
3533,2260.0
3653,4040.0
3661,3040.0
3665,1860.0
3711,353.5
6139,574.0
6191,95.8
6515,7915.0
6669,3395.0
6805,1905.0
8046,561.0
8210,909.0
8996,865.0
1815,106.5
3211,365.0
3217,156.0
3264,158.0
3324,993.0
4979,396.5
5274,11555.0
5347,120.5
6187,968.0
6223,3665.0
6274,626.0
6488,447.5
6510,3240.0
8358,237.0
