股票代號,收盤價
1590,1285.0
2002,18.9
2303,140.5
2308,1620.0
2313,221.5
2317,248.0
2327,544.0
2330,2410.0
2345,1885.0
2360,2160.0
2368,1030.0
2382,336.5
2383,5365.0
2408,493.0
2439,76.5
2449,263.0
2454,4585.0
2481,150.0
2637,101.0
3008,6660.0
3017,3370.0
3037,977.0
3376,183.0
3443,6120.0
3653,5765.0
3661,3650.0
3665,1875.0
3711,618.0
4958,495.0
6191,82.3
6271,220.0
6278,186.5
6515,6890.0
6669,2310.0
6805,2150.0
8046,1080.0
8150,86.7
8210,900.0
8996,1330.0
3264,230.5
4966,528.0
4979,531.0
5274,17885.0
5347,157.5
6187,1250.0
6223,5620.0
6274,1365.0
6488,902.0
6510,3480.0
8358,485.0
