股票代號,收盤價
1303,85.1
1319,81.5
1326,45.1
2002,19.95
2308,1665.0
2327,271.5
2330,1950.0
2345,1710.0
2357,562.0
2368,998.0
2383,3170.0
2404,904.0
2439,88.0
2449,280.0
2454,1580.0
2481,102.0
3008,2280.0
3017,2230.0
3037,620.0
3189,394.0
3376,211.5
3443,2510.0
3583,557.0
3653,4010.0
3661,2860.0
3665,2015.0
3711,383.0
6139,554.0
6191,94.3
6515,7810.0
6669,3570.0
6805,1890.0
8046,637.0
8210,898.0
8996,921.0
1815,112.0
3211,378.5
3217,157.0
3264,164.5
3324,1005.0
4979,421.5
5274,12615.0
5347,131.0
6147,98.69999694824219
6187,980.0
6223,4310.0
6274,725.0
6488,436.0
6510,3435.0
8358,267.5
