股票代號,收盤價
1590,1210.0
2002,18.65
2303,154.0
2308,1910.0
2313,222.5
2317,250.5
2327,580.0
2330,2475.0
2345,1895.0
2360,2295.0
2368,1105.0
2382,338.5
2383,5050.0
2408,503.0
2439,78.2
2449,311.0
2454,5285.0
2481,174.5
2637,100.5
3008,6245.0
3017,3555.0
3037,1185.0
3376,174.0
3443,8525.0
3653,6920.0
3661,3770.0
3665,2340.0
3711,699.0
4958,475.5
6191,82.3
6271,229.0
6278,212.0
6515,5850.0
6669,2115.0
6805,2530.0
8046,1240.0
8150,112.0
8210,897.0
8996,1530.0
3264,246.0
4966,572.0
4979,563.0
5274,19835.0
5347,170.5
6187,1195.0
6223,5415.0
6274,1495.0
6488,948.0
6510,3310.0
8358,511.0
