股票代號,收盤價
1590,1440.0
2002,18.95
2303,170.5
2308,2075.0
2313,229.5
2317,240.5
2327,1045.0
2330,2445.0
2345,2735.0
2368,1305.0
2382,377.0
2383,6080.0
2439,92.2
2449,335.0
2454,4195.0
2481,207.0
3008,4230.0
3017,2760.0
3037,969.0
3376,204.5
3443,5040.0
3533,2175.0
3653,3420.0
3661,4650.0
3665,1995.0
3711,682.0
4958,613.0
6191,108.0
6271,279.0
6278,212.0
6515,9900.0
6669,5265.0
6805,1630.0
8046,1185.0
8150,105.0
8210,1305.0
8996,1380.0
1815,101.5
3264,247.0
4966,654.0
5274,17265.0
5347,193.5
5439,351.0
6147,215.5
6187,1030.0
6223,7380.0
6274,1790.0
6488,1255.0
6510,3320.0
8358,590.0
