股票代號,收盤價
1590,1380.0
2002,19.1
2303,145.5
2308,2150.0
2313,259.5
2317,268.5
2327,1080.0
2330,2410.0
2345,2435.0
2368,1355.0
2382,376.0
2383,5600.0
2439,92.4
2449,308.5
2454,4390.0
2481,160.0
3008,5195.0
3017,2400.0
3037,968.0
3376,205.0
3443,4860.0
3533,2290.0
3653,3965.0
3661,4380.0
3665,2100.0
3711,613.0
4958,642.0
6191,100.5
6271,242.5
6278,204.5
6515,9450.0
6669,5130.0
6805,1755.0
8046,874.0
8150,104.0
8210,1365.0
8996,1590.0
1815,98.0999984741211
3264,232.5
4966,693.0
5274,18960.0
5347,174.5
5439,332.5
6147,252.0
6187,1235.0
6223,6415.0
6274,1835.0
6488,1110.0
6510,3610.0
8358,700.0
