股票代號,收盤價
1590,1415.0
2002,18.85
2049,332.0
2303,118.0
2308,1580.0
2313,185.5
2317,253.0
2327,552.0
2330,2370.0
2345,2335.0
2360,1960.0
2368,872.0
2382,296.5
2383,4980.0
2408,396.5
2439,80.7
2449,233.5
2454,3910.0
3008,3960.0
3017,2550.0
3037,865.0
3376,180.0
3443,4185.0
3533,2005.0
3653,3770.0
3661,3250.0
3665,2095.0
3711,610.0
4958,421.5
6191,82.2
6271,168.0
6278,145.5
6515,6250.0
6669,5925.0
6805,1470.0
8046,953.0
8150,77.6
8210,1095.0
8996,940.0
3264,187.5
4966,576.0
4979,407.0
5274,15975.0
6147,135.5
6187,1005.0
6223,5805.0
6274,1220.0
6488,866.0
6510,2655.0
8358,327.5
