股票代號,收盤價
1590,1510.0
2002,18.9
2049,365.0
2303,122.0
2308,1650.0
2313,218.0
2317,258.5
2327,578.0
2330,2405.0
2345,2385.0
2360,1885.0
2368,940.0
2382,304.0
2383,5245.0
2408,445.0
2439,81.4
2449,247.0
2454,4000.0
3008,4575.0
3017,2730.0
3037,969.0
3376,185.0
3443,4390.0
3533,1955.0
3653,4340.0
3661,3610.0
3665,2355.0
3711,593.0
4958,488.0
6191,84.4
6271,190.0
6278,168.0
6515,6885.0
6669,6175.0
6805,1600.0
8046,1060.0
8150,86.5
8210,1170.0
8996,1035.0
3264,202.0
4966,618.0
4979,492.0
5274,16020.0
5347,157.0
6187,1070.0
6223,6245.0
6274,1470.0
6488,872.0
6510,2755.0
8358,349.5
