股票代號,收盤價
1303,89.0
1319,77.1
1326,54.6
2002,20.5
2308,1750.0
2327,312.0
2330,2055.0
2345,1890.0
2357,580.0
2368,1150.0
2383,3605.0
2404,915.0
2439,87.0
2449,301.0
2454,1720.0
2481,99.0
3008,2670.0
3017,2310.0
3037,597.0
3045,110.0
3189,371.0
3376,198.5
3443,3050.0
3583,683.0
3653,4000.0
3661,3200.0
3665,2295.0
3711,424.0
6191,104.5
6515,8470.0
6669,3755.0
6805,1730.0
8046,646.0
8210,961.0
8996,1115.0
1815,114.5
3211,350.0
3217,156.5
3264,187.0
3324,965.0
4979,485.0
5274,13005.0
5439,360.5
6147,113.0
6187,1035.0
6223,4560.0
6274,860.0
6488,501.0
6510,3360.0
8358,315.5
