股票代號,收盤價
1590,1460.0
2002,19.0
2303,121.0
2308,1885.0
2313,215.5
2317,259.5
2327,622.0
2330,2395.0
2345,2300.0
2360,2300.0
2368,1015.0
2382,327.5
2383,6165.0
2408,512.0
2439,80.7
2449,247.0
2454,4210.0
2481,138.0
3008,4610.0
3017,3235.0
3037,1020.0
3376,189.5
3443,5465.0
3533,1720.0
3653,4855.0
3661,4210.0
3665,2200.0
3711,616.0
4958,489.5
6191,85.8
6271,194.0
6278,173.0
6515,6750.0
6669,6435.0
6805,1805.0
8046,1305.0
8150,91.9
8210,1000.0
8996,1280.0
3264,225.5
4966,570.0
4979,522.0
5274,17690.0
5347,160.5
6187,1275.0
6223,6440.0
6274,1675.0
6488,1010.0
6510,2990.0
8358,428.5
