股票代號,收盤價
1319,78.5999984741211
1590,1465.0
1815,102.5
2002,18.149999618530273
2303,110.0
2308,2075.0
2313,235.5
2317,248.5
2327,455.5
2330,2265.0
2345,2505.0
2357,641.0
2368,1290.0
2383,4615.0
2404,1000.0
2439,83.69999694824219
2449,299.5
2454,3260.0
2481,117.5
3008,3445.0
3017,2455.0
3036,270.0
3037,821.0
3217,184.0
3264,226.0
3376,192.5
3443,4845.0
3653,3465.0
3661,4605.0
3665,2095.0
3711,547.0
4966,800.0
5274,17195.0
5439,391.0
6147,205.0
6187,1125.0
6191,90.80000305175781
6223,5895.0
6274,1305.0
6278,220.5
6415,468.0
6510,3735.0
6515,9780.0
6669,5115.0
6805,1735.0
8046,786.0
8150,80.9000015258789
8210,1410.0
8358,389.5
8996,1040.0
