股票代號,收盤價
1303,74.8
1319,84.0
1326,45.1
2002,19.75
2308,1515.0
2327,262.0
2330,1840.0
2345,1675.0
2357,574.0
2368,918.0
2383,2945.0
2404,905.0
2408,225.5
2439,85.0
2449,288.0
2454,1590.0
3008,2210.0
3017,2275.0
3037,502.0
3045,109.0
3189,351.5
3376,210.0
3443,2540.0
3533,2270.0
3653,3940.0
3661,3065.0
3665,1815.0
3711,359.0
6139,589.0
6191,92.4
6515,8145.0
6669,3465.0
6805,1905.0
8046,569.0
8210,903.0
8996,845.0
1815,104.5
3211,362.0
3217,154.5
3264,150.0
3324,985.0
4979,411.0
5274,11550.0
5347,117.0
6187,939.0
6223,3655.0
6274,606.0
6488,454.5
6510,3075.0
8358,249.5
