股票代號,收盤價
1319,80.0
1590,1480.0
2002,18.4
2303,98.4
2308,2165.0
2313,237.0
2317,251.0
2327,420.0
2330,2220.0
2337,168.0
2345,2435.0
2357,663.0
2368,1350.0
2383,4930.0
2404,1025.0
2439,84.2
2449,305.0
2454,3495.0
2481,121.0
3008,2850.0
3017,2585.0
3036,284.0
3037,892.0
3376,200.0
3443,5330.0
3653,3530.0
3661,4780.0
3665,2500.0
3711,548.0
6191,92.5
6415,467.5
6515,9875.0
6669,5580.0
6805,1830.0
8046,880.0
8150,85.5
8210,1520.0
8996,1025.0
1815,105.5
3217,179.5
3264,230.0
4966,809.0
5274,17820.0
5439,374.0
6147,192.0
6187,1225.0
6223,5720.0
6274,1450.0
6510,3775.0
8358,456.0
