股票代號,收盤價
1590,1310.0
2002,19.0
2303,141.5
2308,2210.0
2313,257.5
2317,267.5
2327,940.0
2330,2375.0
2345,2430.0
2368,1320.0
2382,370.0
2383,5030.0
2404,1380.0
2439,90.8
2449,281.0
2454,4470.0
3008,4420.0
3017,2410.0
3037,960.0
3376,203.0
3443,4815.0
3533,2300.0
3653,3835.0
3661,4250.0
3665,2265.0
3711,590.0
4958,590.0
6191,103.0
6271,244.0
6278,216.0
6515,9925.0
6669,4900.0
6805,1735.0
8046,860.0
8150,95.9
8210,1430.0
8996,1255.0
1815,95.0999984741211
3264,228.0
4966,675.0
5274,17810.0
5347,174.5
5439,332.0
6147,234.5
6187,1130.0
6223,6435.0
6274,1570.0
6488,950.0
6510,3595.0
8358,624.0
