股票代號,收盤價
1590,1440.0
2002,19.25
2303,126.0
2308,1755.0
2313,199.5
2317,253.0
2327,625.0
2330,2350.0
2345,2240.0
2368,895.0
2382,322.0
2383,4815.0
2408,436.0
2439,83.9
2449,276.0
2454,3680.0
3008,4090.0
3017,2400.0
3037,848.0
3376,184.5
3443,4050.0
3533,1955.0
3653,3525.0
3661,3460.0
3665,2150.0
3711,608.0
4958,470.5
6191,88.4
6271,183.5
6278,157.0
6515,6395.0
6669,5745.0
6805,1455.0
8046,1075.0
8150,89.9
8210,1120.0
8996,995.0
3264,206.0
4966,615.0
4979,448.5
5274,14695.0
5347,157.0
5439,234.0
6147,155.0
6187,1035.0
6223,5720.0
6274,1255.0
6488,1065.0
6510,2660.0
8358,371.0
