股票代號,收盤價
1590,1405.0
2002,19.1
2303,138.5
2308,1880.0
2313,214.0
2317,257.5
2327,696.0
2330,2405.0
2345,2325.0
2368,941.0
2382,336.0
2383,5095.0
2408,426.0
2439,83.6
2449,286.0
2454,3875.0
2481,144.5
3008,4140.0
3017,2440.0
3037,896.0
3376,191.5
3443,4380.0
3533,2035.0
3653,3710.0
3661,3510.0
3665,2285.0
3711,649.0
4958,506.0
6191,89.8
6271,200.0
6278,166.0
6515,6610.0
6669,5470.0
6805,1455.0
8046,1230.0
8150,98.2
8210,1180.0
8996,1075.0
3264,218.0
4966,612.0
5274,15540.0
5347,168.5
5439,249.0
6147,175.5
6187,1025.0
6223,6250.0
6274,1335.0
6488,1120.0
6510,2760.0
8358,406.5
