股票代號,收盤價
1319,105.0
1590,1305.0
2002,18.75
2303,127.5
2308,2415.0
2313,276.0
2317,277.5
2327,826.0
2330,2305.0
2345,2475.0
2368,1495.0
2382,375.0
2383,5065.0
2404,1190.0
2439,90.6
2449,291.0
2454,4475.0
2481,146.0
3008,3885.0
3017,2545.0
3037,969.0
3376,235.0
3443,4310.0
3533,2335.0
3653,3935.0
3661,4250.0
3665,2155.0
3711,569.0
6191,98.0
6271,240.0
6278,198.5
6515,8610.0
6669,5300.0
6805,1950.0
8046,914.0
8150,95.9
8210,1510.0
8996,1330.0
1815,98.9000015258789
3264,216.5
4966,691.0
5274,17855.0
5347,161.0
5439,363.5
6147,251.0
6187,1130.0
6223,5885.0
6274,1615.0
6510,3390.0
8358,610.0
