股票代號,收盤價
1590,1435.0
2002,19.2
2303,123.5
2308,1735.0
2313,212.5
2317,243.5
2327,551.0
2330,2375.0
2345,2070.0
2360,2070.0
2368,948.0
2382,325.0
2383,5430.0
2408,501.0
2439,82.4
2449,239.0
2454,3765.0
2481,134.0
2637,97.1
3008,5385.0
3017,2855.0
3037,1075.0
3376,186.5
3443,5365.0
3653,5155.0
3661,3735.0
3665,2050.0
3711,592.0
4958,435.5
6191,81.1
6271,193.0
6278,179.0
6515,6145.0
6669,6300.0
6805,1710.0
8046,1135.0
8150,87.7
8210,967.0
8996,1145.0
3264,205.5
4966,557.0
4979,547.0
5274,15115.0
5347,151.0
6187,1205.0
6223,5565.0
6274,1455.0
6488,1010.0
6510,2650.0
8358,417.0
