股票代號,收盤價
1590,1295.0
2002,18.65
2303,141.0
2308,2230.0
2313,249.0
2317,269.0
2327,950.0
2330,2400.0
2345,2520.0
2368,1345.0
2382,362.5
2383,5120.0
2439,89.5
2449,278.0
2454,4560.0
2481,140.0
3008,4860.0
3017,2370.0
3037,981.0
3376,200.0
3443,4920.0
3533,2295.0
3653,3785.0
3661,4315.0
3665,2120.0
3711,592.0
4958,624.0
6191,100.5
6271,224.5
6278,209.5
6515,9945.0
6669,4880.0
6805,1725.0
8046,902.0
8150,94.6
8210,1350.0
8996,1380.0
1815,94.80000305175781
3264,220.0
4966,660.0
5274,18155.0
5347,171.5
5439,322.5
6147,227.5
6187,1140.0
6223,6445.0
6274,1610.0
6488,1045.0
6510,3500.0
8358,632.0
