股票代號,收盤價
1590,1360.0
2002,18.8
2303,134.5
2308,1835.0
2313,210.0
2317,246.0
2327,670.0
2330,2410.0
2345,2220.0
2368,980.0
2382,324.0
2383,4830.0
2439,84.7
2449,279.0
2454,3670.0
2481,143.5
3008,3985.0
3017,2320.0
3037,825.0
3376,189.5
3443,4115.0
3533,2030.0
3653,3520.0
3661,3490.0
3665,2000.0
3711,633.0
4958,509.0
6191,90.5
6271,200.5
6278,167.0
6515,6655.0
6669,5000.0
6805,1415.0
8046,1190.0
8150,104.0
8210,1165.0
8996,983.0
1815,79.19999694824219
3264,210.0
4966,583.0
5274,14100.0
5347,155.5
5439,256.5
6147,173.0
6187,998.0
6223,5875.0
6274,1235.0
6488,1205.0
6510,2645.0
8358,394.5
