股票代號,收盤價
1590,1350.0
2002,18.8
2303,160.0
2308,1905.0
2313,235.5
2317,242.5
2327,776.0
2330,2470.0
2345,2320.0
2368,1005.0
2382,352.0
2383,4990.0
2439,85.8
2449,318.0
2454,3700.0
2481,167.0
3008,4260.0
3017,2225.0
3037,882.0
3376,194.5
3443,4185.0
3533,2020.0
3653,3395.0
3661,3770.0
3665,1955.0
3711,682.0
4958,578.0
6191,93.5
6271,224.0
6278,177.5
6515,6735.0
6669,5115.0
6805,1415.0
8046,1275.0
8150,122.5
8210,1175.0
8996,1125.0
1815,89.0999984741211
3264,237.5
4966,631.0
5274,13905.0
5347,187.5
5439,289.0
6147,198.0
6187,1075.0
6223,6220.0
6274,1295.0
6488,1370.0
6510,2680.0
8358,439.0
