股票代號,收盤價
1303,78.7
1319,82.0
1326,45.3
2002,19.5
2308,1475.0
2313,266.0
2327,251.5
2330,1855.0
2345,1660.0
2357,567.0
2368,946.0
2383,2860.0
2404,834.0
2439,85.3
2449,280.5
2454,1465.0
3008,2190.0
3017,2110.0
3037,488.5
3045,109.5
3189,332.0
3376,196.0
3443,2355.0
3583,465.0
3653,3950.0
3661,2730.0
3665,1910.0
3711,361.0
6139,525.0
6191,90.8
6515,7290.0
6669,3420.0
6805,1925.0
8046,574.0
8210,899.0
8996,908.0
1815,98.69999694824219
3211,352.5
3217,153.5
3264,166.0
3324,920.0
4979,375.5
5274,11315.0
5347,118.0
6187,891.0
6223,3950.0
6274,623.0
6488,413.5
6510,3355.0
8358,243.0
