股票代號,收盤價
1319,78.7
1590,1435.0
2002,19.1
2303,143.5
2308,2520.0
2313,282.0
2317,264.0
2327,701.0
2330,2300.0
2345,2620.0
2357,701.0
2368,1375.0
2383,5305.0
2404,1235.0
2439,90.7
2449,315.5
2454,4640.0
3008,3505.0
3017,2700.0
3037,1080.0
3376,212.0
3443,5100.0
3533,2625.0
3653,3670.0
3661,4500.0
3665,2115.0
3711,642.0
6191,98.0
6271,254.5
6278,235.5
6415,665.0
6515,9795.0
6669,5075.0
6805,1740.0
8046,905.0
8150,93.9
8210,1395.0
8996,1215.0
1815,103.5
3264,229.5
4966,870.0
5274,18230.0
5347,166.0
5439,385.5
6147,265.0
6187,1130.0
6223,6390.0
6274,1630.0
6510,3195.0
8358,560.0
