股票代號,收盤價
1590,1240.0
2002,18.65
2303,142.0
2308,1710.0
2313,225.0
2317,248.0
2327,536.0
2330,2380.0
2345,1840.0
2360,2090.0
2368,992.0
2382,340.5
2383,5085.0
2408,492.5
2439,78.0
2449,261.5
2454,4530.0
2481,168.5
2637,102.5
3008,6225.0
3017,3175.0
3037,961.0
3376,176.5
3443,6170.0
3653,5240.0
3661,3345.0
3665,1995.0
3711,605.0
4958,493.5
6191,82.7
6271,228.0
6278,183.0
6515,6210.0
6669,2165.0
6805,2045.0
8046,1105.0
8150,87.1
8210,883.0
8996,1300.0
3264,223.0
4966,541.0
4979,547.0
5274,18250.0
5347,158.0
6187,1220.0
6223,5600.0
6274,1415.0
6488,937.0
6510,3230.0
8358,510.0
