股票代號,收盤價
1590,1325.0
2002,18.95
2303,121.0
2308,1640.0
2313,169.0
2317,250.5
2327,502.0
2330,2425.0
2345,2125.0
2360,2100.0
2368,793.0
2382,291.5
2383,4745.0
2408,360.5
2439,80.2
2449,223.5
2454,3555.0
3008,4035.0
3017,2320.0
3037,787.0
3376,171.0
3443,3805.0
3533,1855.0
3653,3445.0
3661,3060.0
3665,2100.0
3711,555.0
4958,413.5
6191,81.6
6271,160.0
6278,140.0
6515,5815.0
6669,5390.0
6805,1350.0
8046,920.0
8150,72.6
8210,1045.0
8996,855.0
3264,177.0
4966,562.0
4979,370.0
5274,14525.0
5347,151.5
6147,130.0
6187,929.0
6223,5280.0
6274,1110.0
6488,855.0
6510,2495.0
8358,298.0
