股票代號,股票名稱,股數,持股權重
1319,東陽,511000,0.02
1590,亞德客-KY,530000,0.3
1815,富喬,107000,0.0
2002,中鋼,5163000,0.04
2303,聯電,46374000,1.59
2308,台達電,6572000,5.44
2313,華通,2624000,0.25
2317,鴻海,14177000,1.33
2327,國巨*,17221000,2.52
2330,台積電,11359000,9.78
2337,旺宏,8000,0.0
2345,智邦,6231000,5.56
2357,華碩,1996000,0.49
2368,金像電,8260000,4.13
2383,台光電,4605000,8.22
2404,漢唐,1394000,0.53
2439,美律,18000,0.0
2449,京元電子,12919000,1.51
2454,聯發科,4463000,6.09
2481,強茂,3654000,0.14
3017,奇鋐,4202000,3.86
3037,欣興,10387000,3.19
3189,景碩,3744000,0.64
3217,優群,874000,0.06
3264,欣銓,9030000,0.76
3376,新日興,1741000,0.13
3443,創意,764000,1.5
3653,健策,2267000,3.11
3661,世芯-KY,296000,0.54
3665,貿聯-KY,4703848,4.86
3711,日月光投控,13833000,2.68
4966,譜瑞-KY,486000,0.12
5274,信驊,483000,3.08
5347,世界,1000,0.0
5439,高技,3228000,0.47
6147,頎邦,1000,0.0
6187,萬潤,1224000,0.49
6191,精成科,3988000,0.14
6223,旺矽,2054000,3.88
6274,台燿,4151000,2.14
6415,矽力*-KY,660000,0.11
6510,精測,930000,1.25
6515,穎崴,422000,1.53
6669,緯穎,2047000,4.0
6805,富世達,1761000,1.31
8046,南電,12658000,4.06
8150,南茂,11334000,0.39
8210,勤誠,1540000,0.82
8358,金居,1980000,0.34
8996,高力,1034000,0.39
