股票代號,股票名稱,股數,持股權重
1319,東陽,509000,0.02
1590,亞德客-KY,500000,0.29
1815,富喬,107000,0.0
2002,中鋼,5161000,0.04
2303,聯電,40054000,1.28
2308,台達電,6024000,5.26
2313,華通,2543000,0.27
2317,鴻海,10727000,0.96
2327,國巨*,16954000,2.29
2330,台積電,10039000,8.99
2337,旺宏,2910000,0.18
2345,智邦,6031000,5.95
2357,華碩,16000,0.0
2368,金像電,8240000,4.67
2383,台光電,4425000,8.28
2404,漢唐,1091000,0.42
2439,美律,16000,0.0
2449,京元電子,12719000,1.66
2454,聯發科,4363000,4.93
2481,強茂,3652000,0.14
3017,奇鋐,3902000,4.43
3037,欣興,10226000,3.67
3189,景碩,5358000,1.12
3217,優群,830000,0.06
3264,欣銓,4897000,0.41
3376,新日興,1681000,0.14
3443,創意,271000,0.5
3653,健策,2267000,4.73
3661,世芯-KY,738000,1.23
3665,貿聯-KY,4583848,5.3
3711,日月光投控,10859000,2.24
4966,譜瑞-KY,371000,0.08
4979,華星光,1000,0.0
5274,信驊,458000,3.16
5347,世界,62000,0.0
5439,高技,3130000,0.48
6147,頎邦,7884000,0.56
6187,萬潤,1222000,0.64
6191,精成科,3986000,0.15
6223,旺矽,1886000,3.83
6274,台燿,3019000,1.32
6415,矽力*-KY,660000,0.11
6510,精測,930000,1.38
6515,穎崴,391000,1.65
6669,緯穎,1754000,3.35
6805,富世達,2099000,1.83
8046,南電,12637000,4.9
8210,勤誠,1117000,0.51
8358,金居,5558000,0.88
8996,高力,914000,0.45
