股票代號,股票名稱,股數,持股權重
1590,亞德客-KY,228000,0.12
2002,中鋼,5163000,0.03
2303,聯電,87718000,3.57
2308,台達電,7070000,4.25
2313,華通,1000,0.0
2317,鴻海,1000,0.0
2327,國巨*,25437000,4.82
2330,台積電,12134000,9.56
2345,智邦,6419000,4.6
2360,致茂,572000,0.38
2368,金像電,4000000,1.23
2382,廣達,1000,0.0
2383,台光電,4863000,8.51
2408,南亞科,1000,0.0
2439,美律,1000,0.0
2449,京元電子,11295450,0.93
2454,聯發科,5448000,7.14
2481,強茂,5000,0.0
3008,大立光,1000,0.0
3017,奇鋐,5801000,5.31
3037,欣興,20210000,6.63
3264,欣銓,3080000,0.23
3376,新日興,1741000,0.11
3443,創意,1000,0.0
3533,嘉澤,1000,0.0
3653,健策,2375000,3.25
3661,世芯-KY,1000,0.0
3665,貿聯-KY,4616848,3.35
3711,日月光投控,19529000,4.07
4958,臻鼎-KY,1682000,0.26
4966,譜瑞-KY,140000,0.03
4979,華星光,1874000,0.33
5274,信驊,454900,2.49
5347,世界,1000,0.0
6187,萬潤,1334000,0.48
6191,精成科,3988000,0.12
6223,旺矽,2443000,5.03
6271,同欣電,2224000,0.14
6274,台燿,5499000,2.66
6278,台表科,3250000,0.18
6488,環球晶,1000,0.0
6510,精測,261000,0.25
6515,穎崴,23000,0.05
6669,緯穎,2708000,5.39
6805,富世達,2215000,1.29
8046,南電,9519000,3.56
8150,南茂,1000,0.0
8210,勤誠,2497000,0.89
8358,金居,1000,0.0
8996,高力,712000,0.25
