股票代號,股票名稱,股數,持股權重
1319,東陽,511000,0.02
1590,亞德客-KY,530000,0.24
1815,富喬,107000,0.0
2002,中鋼,5163000,0.03
2303,聯電,73690000,3.28
2308,台達電,6572000,5.55
2313,華通,329000,0.03
2317,鴻海,7307000,0.71
2327,國巨*,18313000,5.29
2330,台積電,11960000,9.63
2345,智邦,6334000,5.48
2368,金像電,8315000,4.34
2382,廣達,422000,0.06
2383,台光電,4486000,7.94
2404,漢唐,1200000,0.5
2439,美律,18000,0.0
2449,京元電子,3645000,0.37
2454,聯發科,4649000,7.27
2481,強茂,5000,0.0
3008,大立光,1000,0.0
3017,奇鋐,5191000,4.62
3037,欣興,12466000,4.22
3264,欣銓,1000,0.0
3376,新日興,1741000,0.14
3443,創意,167000,0.25
3533,嘉澤,852000,0.7
3653,健策,2267000,3.12
3661,世芯-KY,1000,0.0
3665,貿聯-KY,4703848,3.54
3711,日月光投控,17948000,3.57
4966,譜瑞-KY,1642000,0.4
5274,信驊,422000,2.63
5347,世界,1000,0.0
5439,高技,3528000,0.45
6147,頎邦,5775000,0.51
6187,萬潤,1334000,0.53
6191,精成科,3988000,0.14
6223,旺矽,2169000,4.46
6271,同欣電,686000,0.06
6274,台燿,4643000,2.62
6278,台表科,3734000,0.26
6510,精測,930000,1.1
6515,穎崴,442000,1.33
6669,緯穎,2492000,4.62
6805,富世達,1761000,1.2
8046,南電,10828000,3.46
8150,南茂,11635000,0.39
8210,勤誠,2267000,1.2
8358,金居,980000,0.21
8996,高力,1034000,0.48
