股票代號,股票名稱,股數,持股權重
1319,東陽,511000,0.02
1590,亞德客-KY,530000,0.3
1815,富喬,107000,0.0
2002,中鋼,5163000,0.04
2303,聯電,66190000,2.99
2308,台達電,6572000,5.04
2313,華通,4124000,0.42
2327,國巨*,18313000,3.64
2330,台積電,11657000,10.28
2345,智邦,6231000,5.96
2357,華碩,1622000,0.42
2368,金像電,7018000,3.61
2383,台光電,4723000,8.57
2404,漢唐,1394000,0.57
2439,美律,18000,0.0
2449,京元電子,12919000,1.49
2454,聯發科,4263000,5.38
2481,強茂,3654000,0.2
3008,大立光,329000,0.44
3017,奇鋐,4925000,4.71
3036,文曄,1200000,0.13
3037,欣興,10822000,3.54
3217,優群,874000,0.07
3264,欣銓,7772000,0.67
3376,新日興,1741000,0.14
3443,創意,96000,0.17
3533,嘉澤,260000,0.24
3653,健策,2267000,2.8
3661,世芯-KY,1000,0.0
3665,貿聯-KY,4703848,3.75
3711,日月光投控,14998000,2.83
4966,譜瑞-KY,1036000,0.3
5274,信驊,422000,2.69
5439,高技,3528000,0.54
6147,頎邦,1000,0.0
6187,萬潤,1224000,0.55
6191,精成科,3988000,0.15
6223,旺矽,2169000,4.97
6274,台燿,4151000,2.03
6278,台表科,3734000,0.32
6415,矽力*-KY,1038000,0.2
6510,精測,930000,1.29
6515,穎崴,442000,1.68
6669,緯穎,2294000,4.49
6805,富世達,1761000,1.25
8046,南電,12658000,4.04
8150,南茂,11334000,0.35
8210,勤誠,1967000,1.04
8358,金居,1980000,0.34
8996,高力,1034000,0.43
