股票代號,股票名稱,股數,持股權重
1303,南亞,19743000,1.46
1319,東陽,1504000,0.12
1326,台化,9001000,0.38
1815,富喬,5000,0.0
2002,中鋼,4929000,0.09
2308,台達電,4379000,6.08
2313,華通,7000,0.0
2327,國巨*,11083000,2.62
2330,台積電,5428000,9.48
2345,智邦,3646000,5.7
2357,華碩,8000,0.0
2368,金像電,6607000,5.88
2383,台光電,2807000,7.56
2404,漢唐,595000,0.47
2439,美律,8000,0.0
2449,京元電子,7512000,1.98
2454,聯發科,508000,0.7
3008,大立光,10000,0.02
3017,奇鋐,3026000,6.01
3037,欣興,7410000,3.41
3045,台灣大,8000,0.0
3189,景碩,2657000,0.83
3211,順達,4086000,1.36
3217,優群,477000,0.07
3264,欣銓,2870000,0.45
3324,雙鴻,160000,0.14
3376,新日興,1428000,0.26
3443,創意,267000,0.59
3583,辛耘,8000,0.0
3653,健策,1595000,5.93
3661,世芯-KY,275000,0.71
3665,貿聯-KY,3052848,5.49
3711,日月光投控,6159000,2.09
4979,華星光,1037000,0.37
5274,信驊,318000,3.39
5347,世界,5845000,0.65
6139,亞翔,1559000,0.77
6187,萬潤,388000,0.33
6191,精成科,3402000,0.29
6223,旺矽,1414000,5.26
6274,台燿,1773000,1.04
6488,環球晶,1478000,0.58
6510,精測,604000,1.91
6515,穎崴,268000,1.84
6669,緯穎,76000,0.24
6805,富世達,1030000,1.87
8046,南電,6307000,3.41
8210,勤誠,1240000,1.05
8358,金居,1955000,0.45
8996,高力,515000,0.44
