股票代號,股票名稱,股數,持股權重
1303,南亞,1373000,0.06
1319,東陽,508000,0.02
1815,富喬,107000,0.01
2002,中鋼,5160000,0.05
2303,聯電,30837000,1.08
2308,台達電,6024000,5.89
2313,華通,764000,0.08
2317,鴻海,6927000,0.72
2327,國巨*,14288000,2.0
2330,台積電,9114000,9.39
2345,智邦,5231000,5.28
2357,華碩,15000,0.0
2368,金像電,7748000,5.08
2383,台光電,4125000,8.7
2404,漢唐,1091000,0.51
2439,美律,15000,0.0
2449,京元電子,10503000,1.42
2454,聯發科,3867000,4.44
2481,強茂,3651000,0.17
3017,奇鋐,3902000,5.42
3037,欣興,9287000,3.46
3189,景碩,5038000,1.25
3211,順達,916000,0.16
3217,優群,780000,0.07
3264,欣銓,4896000,0.48
3324,雙鴻,170000,0.1
3376,新日興,1561000,0.16
3443,創意,271000,0.52
3653,健策,2267000,5.74
3661,世芯-KY,694000,1.38
3665,貿聯-KY,4097848,5.34
3711,日月光投控,7654000,1.79
4966,譜瑞-KY,370000,0.11
5274,信驊,351000,2.71
5439,高技,2880000,0.5
6147,頎邦,7884000,0.54
6191,精成科,3985000,0.2
6223,旺矽,1774000,3.89
6274,台燿,3019000,1.49
6415,矽力*-KY,660000,0.14
6488,環球晶,332000,0.09
6510,精測,875000,1.5
6515,穎崴,368000,1.75
6669,緯穎,1101000,2.41
6805,富世達,1698000,1.53
7769,鴻勁,97000,0.22
8046,南電,11881000,4.9
8210,勤誠,1051000,0.6
8358,金居,5558000,0.94
8996,高力,535000,0.28
