股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1590,228000,0.12,528000,0.27,亞德客-KY,-300000,-0.15,False,False,1570.0,1545.0
2002,5163000,0.03,5163000,0.03,中鋼,0,0.0,False,False,19.65,19.05
2303,87718000,3.57,87718000,3.41,聯電,0,0.16,False,False,123.0,116.0
2308,7070000,4.25,6706000,3.7,台達電,364000,0.55,False,False,1815.0,1650.0
2313,1000,0.0,1000,0.0,華通,0,0.0,False,False,215.0,208.5
2317,1000,0.0,1000,0.0,鴻海,0,0.0,False,False,264.5,260.0
2327,25437000,4.82,25437000,4.6,國巨*,0,0.22,False,False,573.0,540.0
2330,12134000,9.56,12134000,9.63,台積電,0,-0.07,False,False,2380.0,2370.0
2345,6419000,4.6,6419000,4.76,智邦,0,-0.16,False,False,2165.0,2215.0
2360,572000,0.38,572000,0.39,致茂,0,-0.01,False,False,2030.0,2030.0
2368,4000000,1.23,5000000,1.64,金像電,-1000000,-0.41,False,False,926.0,982.0
2382,1000,0.0,1000,0.0,廣達,0,0.0,False,False,313.5,298.0
2383,4863000,8.51,4863000,8.53,台光電,0,-0.02,False,False,5290.0,5240.0
2408,1000,0.0,940000,0.14,南亞科,-939000,-0.14,False,False,502.0,457.0
2439,1000,0.0,1000,0.0,美律,0,0.0,False,False,82.3,80.2
2449,11295450,0.93,11295450,0.92,京元電子,0,0.01,False,False,248.5,242.0
2454,5448000,7.14,5448000,7.11,聯發科,0,0.03,False,False,3960.0,3900.0
2481,5000,0.0,5000,0.0,強茂,0,0.0,False,False,137.5,133.0
3008,1000,0.0,1000,0.0,大立光,0,0.0,False,False,4400.0,4385.0
3017,5801000,5.31,5801000,5.41,奇鋐,0,-0.1,False,False,2765.0,2785.0
3037,20210000,6.63,20210000,6.46,欣興,0,0.17,False,False,992.0,955.0
3264,3080000,0.23,1508000,0.1,欣銓,1572000,0.13,False,False,222.5,207.5
3376,1741000,0.11,1741000,0.11,新日興,0,0.0,False,False,183.5,184.5
3443,1000,0.0,1000,0.0,創意,0,0.0,False,False,4530.0,4545.0
3533,1000,0.0,1000,0.0,嘉澤,0,0.0,False,False,1960.0,1910.0
3653,2375000,3.25,2375000,3.48,健策,0,-0.23,False,False,4135.0,4380.0
3661,1000,0.0,1000,0.0,世芯-KY,0,0.0,False,False,3800.0,3715.0
3665,4616848,3.35,4616848,3.4,貿聯-KY,0,-0.05,False,False,2190.0,2200.0
3711,19529000,4.07,17439000,3.42,日月光投控,2090000,0.65,False,False,630.0,585.0
4958,1682000,0.26,1682000,0.27,臻鼎-KY,0,-0.01,False,False,470.5,473.0
4966,140000,0.03,140000,0.03,譜瑞-KY,0,0.0,False,False,600.0,598.0
4979,1874000,0.33,1874000,0.31,華星光,0,0.02,False,False,536.0,488.0
5274,454900,2.49,454900,2.49,信驊,0,0.0,False,False,16540.0,16345.0
5347,1000,0.0,1000,0.0,世界,0,0.0,False,False,157.5,143.5
6187,1334000,0.48,1334000,0.5,萬潤,0,-0.02,False,False,1090.0,1130.0
6191,3988000,0.12,3988000,0.11,精成科,0,0.01,False,False,87.2,83.5
6223,2443000,5.03,2443000,4.99,旺矽,0,0.04,False,False,6225.0,6100.0
6271,2224000,0.14,2224000,0.14,同欣電,0,0.0,False,False,197.0,193.5
6274,5499000,2.66,5499000,2.65,台燿,0,0.01,False,False,1460.0,1440.0
6278,3250000,0.18,3250000,0.17,台表科,0,0.01,False,False,171.5,156.0
6488,1000,0.0,1000,0.0,環球晶,0,0.0,False,False,854.0,872.0
6510,261000,0.25,261000,0.24,精測,0,0.01,False,False,2845.0,2695.0
6515,23000,0.05,23000,0.05,穎崴,0,0.0,False,False,6830.0,6760.0
6669,2708000,5.39,2708000,5.53,緯穎,0,-0.14,False,False,6010.0,6100.0
6805,2215000,1.29,2053000,1.15,富世達,162000,0.14,False,False,1755.0,1670.0
8046,9519000,3.56,9519000,3.44,南電,0,0.12,False,False,1130.0,1080.0
8150,1000,0.0,1000,0.0,南茂,0,0.0,False,False,92.9,86.3
8210,2497000,0.89,2497000,0.93,勤誠,0,-0.04,False,False,1075.0,1115.0
8358,1000,0.0,1000,0.0,金居,0,0.0,False,False,346.0,352.0
8996,712000,0.25,712000,0.25,高力,0,0.0,False,False,1075.0,1045.0
