股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1319,511000.0,0.01,511000.0,0.02,東陽,0,-0.01,False,False,80.0,80.8
1590,530000.0,0.3,530000.0,0.3,亞德客-KY,0,0.0,False,False,1535.0,1550.0
1815,107000.0,0.0,107000.0,0.0,富喬,0,0.0,False,False,108.0,110.5
2002,5163000.0,0.03,5163000.0,0.03,中鋼,0,0.0,False,False,18.5,18.6
2303,46374000.0,1.78,46374000.0,1.6,聯電,0,0.18,False,False,104.5,95.0
2308,6572000.0,5.29,6572000.0,5.36,台達電,0,-0.07,False,False,2195.0,2245.0
2313,4124000.0,0.39,2624000.0,0.23,華通,1500000,0.16,False,False,260.0,242.0
2317,3612000.0,0.33,14177000.0,1.3,鴻海,-10565000,-0.97,False,False,250.0,252.0
2327,17221000.0,2.65,17221000.0,2.45,國巨*,0,0.2,False,False,419.5,391.5
2330,11657000.0,9.63,11359000.0,9.23,台積電,298000,0.4,False,False,2255.0,2235.0
2337,8000.0,0.0,8000.0,0.0,旺宏,0,0.0,False,False,153.0,159.5
2345,6231000.0,5.76,6231000.0,5.87,智邦,0,-0.11,False,False,2525.0,2590.0
2357,1996000.0,0.49,1996000.0,0.5,華碩,0,-0.01,False,False,673.0,686.0
2368,8260000.0,4.21,8260000.0,4.2,金像電,0,0.01,False,False,1390.0,1400.0
2383,4605000.0,8.27,4605000.0,8.12,台光電,0,0.15,False,False,4900.0,4850.0
2404,1394000.0,0.51,1394000.0,0.52,漢唐,0,-0.01,False,False,993.0,1025.0
2439,18000.0,0.0,18000.0,0.0,美律,0,0.0,False,False,85.6,86.4
2449,12919000.0,1.42,12919000.0,1.41,京元電子,0,0.01,False,False,301.0,299.5
2454,4463000.0,6.05,4463000.0,6.29,聯發科,0,-0.24,False,False,3700.0,3880.0
2481,3654000.0,0.15,3654000.0,0.14,強茂,0,0.01,False,False,115.5,109.0
3008,159000.0,0.16,0.0,0.0,大立光,159000,0.16,True,False,2795.0,
3017,4468000.0,4.13,4351000.0,4.04,奇鋐,117000,0.09,False,False,2520.0,2555.0
3036,1200000.0,0.12,1200000.0,0.12,文曄,0,0.0,False,False,275.5,264.5
3037,10822000.0,3.47,10387000.0,3.25,欣興,435000,0.22,False,False,875.0,861.0
3217,874000.0,0.06,874000.0,0.06,優群,0,0.0,False,False,182.5,178.0
3264,9030000.0,0.76,9030000.0,0.74,欣銓,0,0.02,False,False,228.5,225.5
3376,1741000.0,0.13,1741000.0,0.13,新日興,0,0.0,False,False,204.0,206.5
3443,764000.0,1.56,764000.0,1.59,創意,0,-0.03,False,False,5570.0,5730.0
3653,2267000.0,3.26,2267000.0,3.31,健策,0,-0.05,False,False,3920.0,4015.0
3661,296000.0,0.58,296000.0,0.58,世芯-KY,0,0.0,False,False,5310.0,5375.0
3665,4703848.0,4.78,4703848.0,4.97,貿聯-KY,0,-0.19,False,False,2775.0,2905.0
3711,14998000.0,3.05,13833000.0,2.7,日月光投控,1165000,0.35,False,False,555.0,537.0
4966,1036000.0,0.29,1036000.0,0.28,譜瑞-KY,0,0.01,False,False,761.0,735.0
5274,483000.0,3.19,483000.0,3.13,信驊,0,0.06,False,False,18005.0,17825.0
5347,0.0,0.0,1000.0,0.0,世界,-1000,0.0,False,True,,174.5
5439,3228000.0,0.45,3228000.0,0.46,高技,0,-0.01,False,False,381.0,391.0
6147,1000.0,0.0,1000.0,0.0,頎邦,0,0.0,False,False,196.0,196.5
6187,1224000.0,0.55,1224000.0,0.49,萬潤,0,0.06,False,False,1220.0,1110.0
6191,3988000.0,0.14,3988000.0,0.14,精成科,0,0.0,False,False,93.8,94.8
6223,2084000.0,4.18,2084000.0,3.78,旺矽,0,0.4,False,False,5480.0,4985.0
6274,4151000.0,2.21,4151000.0,2.2,台燿,0,0.01,False,False,1450.0,1455.0
6415,940000.0,0.16,940000.0,0.16,矽力*-KY,0,0.0,False,False,476.5,468.0
6510,930000.0,1.32,930000.0,1.28,精測,0,0.04,False,False,3860.0,3790.0
6515,442000.0,1.61,442000.0,1.62,穎崴,0,-0.01,False,False,9950.0,10090.0
6669,2294000.0,4.87,2047000.0,3.97,緯穎,247000,0.9,False,False,5790.0,5340.0
6805,1761000.0,1.19,1761000.0,1.28,富世達,0,-0.09,False,False,1850.0,1995.0
8046,12658000.0,4.17,12658000.0,4.18,南電,0,-0.01,False,False,900.0,908.0
8150,11334000.0,0.36,11334000.0,0.37,南茂,0,-0.01,False,False,87.0,91.0
8210,1967000.0,1.12,1967000.0,1.11,勤誠,0,0.01,False,False,1550.0,1555.0
8358,1980000.0,0.35,1980000.0,0.33,金居,0,0.02,False,False,477.0,462.0
8996,1034000.0,0.4,1034000.0,0.4,高力,0,0.0,False,False,1055.0,1055.0
