股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1590,1000,0.0,228000,0.12,亞德客-KY,-227000,-0.12,False,False,1560.0,1570.0
2002,5163000,0.03,5163000,0.03,中鋼,0,0.0,False,False,19.75,19.65
2303,87718000,3.57,87718000,3.57,聯電,0,0.0,False,False,123.0,123.0
2308,7070000,4.22,7070000,4.25,台達電,0,-0.03,False,False,1805.0,1815.0
2313,1000,0.0,1000,0.0,華通,0,0.0,False,False,211.5,215.0
2317,1000,0.0,1000,0.0,鴻海,0,0.0,False,False,263.0,264.5
2327,25437000,5.19,25437000,4.82,國巨*,0,0.37,False,False,617.0,573.0
2330,12134000,9.6,12134000,9.56,台積電,0,0.04,False,False,2395.0,2380.0
2345,6419000,4.53,6419000,4.6,智邦,0,-0.07,False,False,2135.0,2165.0
2360,572000,0.39,572000,0.38,致茂,0,0.01,False,False,2080.0,2030.0
2368,4000000,1.27,4000000,1.23,金像電,0,0.04,False,False,964.0,926.0
2382,1000,0.0,1000,0.0,廣達,0,0.0,False,False,315.5,313.5
2383,4863000,8.9,4863000,8.51,台光電,0,0.39,False,False,5535.0,5290.0
2408,1000,0.0,1000,0.0,南亞科,0,0.0,False,False,489.0,502.0
2439,1000,0.0,1000,0.0,美律,0,0.0,False,False,81.9,82.3
2449,11295450,0.92,11295450,0.93,京元電子,0,-0.01,False,False,246.0,248.5
2454,5448000,7.24,5448000,7.14,聯發科,0,0.1,False,False,4020.0,3960.0
2481,5000,0.0,5000,0.0,強茂,0,0.0,False,False,141.5,137.5
3008,1000,0.0,1000,0.0,大立光,0,0.0,False,False,4355.0,4400.0
3017,5801000,5.29,5801000,5.31,奇鋐,0,-0.02,False,False,2760.0,2765.0
3037,20210000,6.63,20210000,6.63,欣興,0,0.0,False,False,992.0,992.0
3264,3080000,0.22,3080000,0.23,欣銓,0,-0.01,False,False,219.5,222.5
3376,1741000,0.11,1741000,0.11,新日興,0,0.0,False,False,184.0,183.5
3443,1000,0.0,1000,0.0,創意,0,0.0,False,False,4955.0,4530.0
3533,1000,0.0,1000,0.0,嘉澤,0,0.0,False,False,1990.0,1960.0
3653,2375000,3.19,2375000,3.25,健策,0,-0.06,False,False,4065.0,4135.0
3661,1000,0.0,1000,0.0,世芯-KY,0,0.0,False,False,3955.0,3800.0
3665,4616848,3.36,4616848,3.35,貿聯-KY,0,0.01,False,False,2200.0,2190.0
3711,19529000,4.06,19529000,4.07,日月光投控,0,-0.01,False,False,629.0,630.0
4958,1682000,0.27,1682000,0.26,臻鼎-KY,0,0.01,False,False,490.0,470.5
4966,140000,0.03,140000,0.03,譜瑞-KY,0,0.0,False,False,595.0,600.0
4979,2174000,0.37,1874000,0.33,華星光,300000,0.04,False,False,510.0,536.0
5274,454900,2.47,454900,2.49,信驊,0,-0.02,False,False,16440.0,16540.0
5347,1000,0.0,1000,0.0,世界,0,0.0,False,False,158.0,157.5
6187,1334000,0.46,1334000,0.48,萬潤,0,-0.02,False,False,1050.0,1090.0
6191,3988000,0.11,3988000,0.12,精成科,0,-0.01,False,False,86.1,87.2
6223,2443000,5.1,2443000,5.03,旺矽,0,0.07,False,False,6315.0,6225.0
6271,2224000,0.14,2224000,0.14,同欣電,0,0.0,False,False,195.5,197.0
6274,5499000,2.92,5499000,2.66,台燿,0,0.26,False,False,1605.0,1460.0
6278,3250000,0.18,3250000,0.18,台表科,0,0.0,False,False,167.5,171.5
6488,1000,0.0,1000,0.0,環球晶,0,0.0,False,False,849.0,854.0
6510,361000,0.33,261000,0.25,精測,100000,0.08,False,False,2800.0,2845.0
6515,23000,0.05,23000,0.05,穎崴,0,0.0,False,False,6920.0,6830.0
6669,2496000,4.89,2708000,5.39,緯穎,-212000,-0.5,False,False,5930.0,6010.0
6805,2215000,1.31,2215000,1.29,富世達,0,0.02,False,False,1790.0,1755.0
8046,9519000,3.62,9519000,3.56,南電,0,0.06,False,False,1150.0,1130.0
8150,1000,0.0,1000,0.0,南茂,0,0.0,False,False,99.0,92.9
8210,2497000,0.84,2497000,0.89,勤誠,0,-0.05,False,False,1015.0,1075.0
8358,1000,0.0,1000,0.0,金居,0,0.0,False,False,380.5,346.0
8996,712000,0.25,712000,0.25,高力,0,0.0,False,False,1065.0,1075.0
