股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1590,530000,0.25,530000,0.25,亞德客-KY,0,0.0,False,False,1385.0,1375.0
1815,107000,0.0,107000,0.0,富喬,0,0.0,False,False,106.5,100.5
2002,5163000,0.03,5163000,0.03,中鋼,0,0.0,False,False,19.35,19.2
2303,83532000,5.1,77390000,4.48,聯電,6142000,0.62,False,False,178.0,170.0
2308,5910000,4.05,6222000,4.4,台達電,-312000,-0.35,False,False,2000.0,2080.0
2313,1000,0.0,1000,0.0,華通,0,0.0,False,False,240.0,243.0
2317,7307000,0.64,7307000,0.65,鴻海,0,-0.01,False,False,256.0,259.5
2327,23892000,8.6,23892000,8.29,國巨*,0,0.31,False,False,1050.0,1020.0
2330,11960000,9.8,11960000,10.13,台積電,0,-0.33,False,False,2390.0,2490.0
2345,6334000,5.16,6334000,5.25,智邦,0,-0.09,False,False,2375.0,2435.0
2368,8315000,3.58,8315000,3.58,金像電,0,0.0,False,False,1255.0,1265.0
2382,1000,0.0,1000,0.0,廣達,0,0.0,False,False,372.0,372.5
2383,4486000,8.55,4486000,8.7,台光電,0,-0.15,False,False,5560.0,5700.0
2439,18000,0.0,18000,0.0,美律,0,0.0,False,False,91.8,91.1
2449,6484000,0.74,6484000,0.73,京元電子,0,0.01,False,False,333.5,329.5
2454,5037000,7.4,4977000,7.68,聯發科,60000,-0.28,False,False,4285.0,4535.0
2481,5000,0.0,5000,0.0,強茂,0,0.0,False,False,195.0,193.5
3008,1000,0.0,1000,0.0,大立光,0,0.0,False,False,4900.0,5000.0
3017,5191000,4.5,5191000,4.28,奇鋐,0,0.22,False,False,2530.0,2425.0
3037,13307000,4.25,13307000,4.41,欣興,0,-0.16,False,False,931.0,974.0
3264,1508000,0.12,1508000,0.12,欣銓,0,0.0,False,False,234.5,233.5
3376,1741000,0.12,1741000,0.12,新日興,0,0.0,False,False,201.0,202.5
3443,1000,0.0,1000,0.0,創意,0,0.0,False,False,4880.0,4725.0
3533,852000,0.65,852000,0.65,嘉澤,0,0.0,False,False,2235.0,2235.0
3653,2267000,2.83,2267000,2.96,健策,0,-0.13,False,False,3640.0,3840.0
3661,1000,0.0,1000,0.0,世芯-KY,0,0.0,False,False,4330.0,4375.0
3665,4833848,3.32,4833848,3.29,貿聯-KY,0,0.03,False,False,2005.0,2000.0
3711,14158000,3.17,17948000,4.04,日月光投控,-3790000,-0.87,False,False,653.0,662.0
4958,1000,0.0,1000,0.0,臻鼎-KY,0,0.0,False,False,587.0,587.0
4966,1642000,0.37,1642000,0.37,譜瑞-KY,0,0.0,False,False,664.0,661.0
5274,422000,2.65,422000,2.66,信驊,0,-0.01,False,False,18325.0,18505.0
5347,1000,0.0,1000,0.0,世界,0,0.0,False,False,200.0,186.5
5439,3528000,0.39,3528000,0.39,高技,0,0.0,False,False,320.5,321.5
6147,6275000,0.54,6275000,0.55,頎邦,0,-0.01,False,False,249.0,258.0
6187,1334000,0.48,1334000,0.53,萬潤,0,-0.05,False,False,1060.0,1170.0
6191,3988000,0.13,3988000,0.13,精成科,0,0.0,False,False,98.4,99.1
6223,2352000,5.79,2279000,5.18,旺矽,73000,0.61,False,False,7175.0,6680.0
6271,2966000,0.26,2966000,0.25,同欣電,0,0.01,False,False,251.5,244.5
6274,5058000,3.06,5058000,2.99,台燿,0,0.07,False,False,1765.0,1735.0
6278,4334000,0.3,4334000,0.3,台表科,0,0.0,False,False,201.5,204.0
6488,350000,0.12,350000,0.12,環球晶,0,0.0,False,False,965.0,1010.0
6510,930000,1.1,930000,1.16,精測,0,-0.06,False,False,3465.0,3665.0
6515,348000,1.13,348000,1.12,穎崴,0,0.01,False,False,9500.0,9450.0
6669,2417000,3.82,2417000,3.85,緯穎,0,-0.03,False,False,4605.0,4675.0
6805,1811000,1.12,1811000,1.09,富世達,0,0.03,False,False,1805.0,1765.0
8046,8917000,2.92,8917000,2.76,南電,0,0.16,False,False,955.0,909.0
8150,1000,0.0,1444000,0.05,南茂,-1443000,-0.05,False,False,103.0,106.5
8210,2267000,1.03,2267000,1.01,勤誠,0,0.02,False,False,1325.0,1310.0
8358,980000,0.21,980000,0.22,金居,0,-0.01,False,False,638.0,657.0
8996,354000,0.18,354000,0.17,高力,0,0.01,False,False,1450.0,1450.0
