股票代號,今日股數,今日權重%,昨日股數,昨日權重%,股票名稱,買賣超股數,權重Δ%,首次買進,關鍵賣出,今日收盤價,昨日收盤價
1319,511000.0,0.02,511000.0,0.02,東陽,0,0.0,False,False,96.5,94.3000030517578
1590,530000.0,0.24,530000.0,0.25,亞德客-KY,0,-0.01,False,False,1310.0,1370.0
1815,107000.0,0.0,107000.0,0.0,富喬,0,0.0,False,False,104.0,106.5
2002,5163000.0,0.03,5163000.0,0.03,中鋼,0,0.0,False,False,19.25,19.399999618530277
2303,71690000.0,3.15,71690000.0,3.22,聯電,0,-0.07,False,False,125.0,130.5
2308,6572000.0,5.6,6572000.0,5.55,台達電,0,0.05,False,False,2425.0,2455.0
2313,329000.0,0.03,329000.0,0.03,華通,0,0.0,False,False,265.5,266.5
2317,7307000.0,0.75,7307000.0,0.78,鴻海,0,-0.03,False,False,293.0,309.0
2327,18313000.0,4.79,18313000.0,5.16,國巨*,0,-0.37,False,False,743.0,820.0
2330,11960000.0,10.03,11960000.0,9.97,台積電,0,0.06,False,False,2385.0,2425.0
2345,6231000.0,5.5,6231000.0,5.54,智邦,0,-0.04,False,False,2510.0,2585.0
2357,0.0,0.0,1000.0,0.0,華碩,-1000,0.0,False,True,,931.0
2368,7769000.0,3.69,7769000.0,3.7,金像電,0,-0.01,False,False,1350.0,1385.0
2382,5441000.0,0.77,5441000.0,0.78,廣達,0,-0.01,False,False,404.0,417.0
2383,4486000.0,7.62,4486000.0,7.45,台光電,0,0.17,False,False,4830.0,4830.0
2404,1200000.0,0.52,1200000.0,0.48,漢唐,0,0.04,False,False,1230.0,1155.0
2439,18000.0,0.0,18000.0,0.0,美律,0,0.0,False,False,92.6,94.0
2449,3645000.0,0.41,3645000.0,0.4,京元電子,0,0.01,False,False,322.0,322.5
2454,4263000.0,6.64,4263000.0,6.66,聯發科,0,-0.02,False,False,4430.0,4545.0
2481,5000.0,0.0,0.0,0.0,強茂,5000,0.0,True,False,159.5,
3008,161000.0,0.22,329000.0,0.45,大立光,-168000,-0.23,False,False,3825.0,3985.0
3017,5191000.0,4.95,5191000.0,5.09,奇鋐,0,-0.14,False,False,2710.0,2855.0
3037,12466000.0,4.26,12466000.0,4.29,欣興,0,-0.03,False,False,971.0,1000.0
3264,1000.0,0.0,1000.0,0.0,欣銓,0,0.0,False,False,236.5,229.5
3376,1741000.0,0.13,1741000.0,0.14,新日興,0,-0.01,False,False,215.5,226.5
3443,167000.0,0.26,167000.0,0.26,創意,0,0.0,False,False,4400.0,4605.0
3533,852000.0,0.72,852000.0,0.75,嘉澤,0,-0.03,False,False,2400.0,2570.0
3653,2267000.0,2.97,2267000.0,3.04,健策,0,-0.07,False,False,3730.0,3905.0
3661,1000.0,0.0,1000.0,0.0,世芯-KY,0,0.0,False,False,4340.0,4595.0
3665,4703848.0,3.56,4703848.0,3.73,貿聯-KY,0,-0.17,False,False,2155.0,2305.0
3711,17948000.0,3.74,17948000.0,3.81,日月光投控,0,-0.07,False,False,593.0,618.0
4966,1642000.0,0.44,1642000.0,0.45,譜瑞-KY,0,-0.01,False,False,756.0,805.0
5274,422000.0,2.71,422000.0,2.61,信驊,0,0.1,False,False,18265.0,17980.0
5347,1000.0,0.0,1000.0,0.0,世界,0,0.0,False,False,163.0,168.0
5439,3528000.0,0.45,3528000.0,0.45,高技,0,0.0,False,False,366.0,375.0
6147,5775000.0,0.55,5775000.0,0.55,頎邦,0,0.0,False,False,271.0,275.0
6187,1334000.0,0.52,1334000.0,0.49,萬潤,0,0.03,False,False,1115.0,1065.0
6191,3988000.0,0.14,3988000.0,0.14,精成科,0,0.0,False,False,98.2,100.5
6223,2169000.0,4.63,2169000.0,4.4,旺矽,0,0.23,False,False,6070.0,5900.0
6271,686000.0,0.06,686000.0,0.06,同欣電,0,0.0,False,False,243.5,250.0
6274,4400000.0,2.62,4400000.0,2.56,台燿,0,0.06,False,False,1695.0,1695.0
6278,3734000.0,0.28,3734000.0,0.27,台表科,0,0.01,False,False,212.0,209.0
6510,930000.0,1.15,930000.0,1.06,精測,0,0.09,False,False,3505.0,3310.0
6515,442000.0,1.34,442000.0,1.25,穎崴,0,0.09,False,False,8650.0,8220.0
6669,2437000.0,4.77,2437000.0,4.69,緯穎,0,0.08,False,False,5570.0,5600.0
6805,1761000.0,1.23,1761000.0,1.26,富世達,0,-0.03,False,False,1985.0,2085.0
8046,10828000.0,3.34,10828000.0,3.36,南電,0,-0.02,False,False,878.0,904.0
8150,11635000.0,0.41,11635000.0,0.38,南茂,0,0.03,False,False,99.1,95.8000030517578
8210,2167000.0,1.08,2167000.0,1.08,勤誠,0,0.0,False,False,1420.0,1455.0
8358,980000.0,0.19,980000.0,0.21,金居,0,-0.02,False,False,565.0,615.0
8996,1034000.0,0.41,1034000.0,0.39,高力,0,0.02,False,False,1120.0,1095.0
