股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,19743000,1.45,
1319,東陽,982000,0.07,
1326,台化,9001000,0.35,
1815,富喬,5000,0.0,
2002,中鋼,4929000,0.09,
2308,台達電,4379000,6.2,
2327,國巨*,11083000,2.68,
2330,台積電,5518000,9.28,
2345,智邦,3646000,5.3,
2357,華碩,8000,0.0,
2368,金像電,6607000,6.22,
2383,台光電,2861000,7.92,
2404,漢唐,764000,0.6,
2439,美律,8000,0.0,
2449,京元電子,7512000,1.78,
2454,聯發科,508000,0.69,
2481,強茂,1636000,0.14,
3008,大立光,10000,0.02,
3017,奇鋐,3026000,5.82,
3037,欣興,8443000,4.54,
3189,景碩,2657000,0.88,
3211,順達,4086000,1.29,
3217,優群,477000,0.06,
3264,欣銓,2870000,0.45,
3324,雙鴻,160000,0.14,
3376,新日興,1428000,0.26,
3443,創意,267000,0.61,
3583,辛耘,526000,0.28,
3653,健策,1595000,5.82,
3661,世芯-KY,233000,0.58,
3665,貿聯-KY,3052848,5.59,
3711,日月光投控,6159000,2.08,
4979,華星光,1037000,0.38,
5274,信驊,318000,3.44,
5347,世界,5845000,0.66,
6139,亞翔,1559000,0.81,
6147,頎邦,7692000,0.64,
6187,萬潤,388000,0.3,
6191,精成科,3402000,0.28,
6223,旺矽,1414000,5.44,
6274,台燿,2670000,1.83,
6488,環球晶,1330000,0.51,
6510,精測,604000,1.77,
6515,穎崴,268000,1.84,
6669,緯穎,76000,0.23,
6805,富世達,1130000,1.79,
8046,南電,7557000,4.35,
8210,勤誠,34000,0.03,
8358,金居,2750000,0.64,
8996,高力,515000,0.45,
