股票代號,股票名稱,股數,持股權重
1590,亞德客-KY,530000,0.25
1815,富喬,107000,0.0
2002,中鋼,5163000,0.03
2303,聯電,86550000,5.28
2308,台達電,5614000,3.8
2313,華通,1000,0.0
2317,鴻海,7307000,0.64
2327,國巨*,25098000,9.64
2330,台積電,11960000,9.76
2345,智邦,6334000,5.15
2368,金像電,8315000,3.52
2382,廣達,1000,0.0
2383,台光電,4486000,8.64
2439,美律,18000,0.0
2449,京元電子,6484000,0.74
2454,聯發科,5037000,7.42
2481,強茂,5000,0.0
3008,大立光,1000,0.0
3017,奇鋐,5191000,4.44
3037,欣興,14735000,5.13
3264,欣銓,1508000,0.12
3376,新日興,1741000,0.12
3443,創意,1000,0.0
3533,嘉澤,852000,0.65
3653,健策,2267000,2.62
3661,世芯-KY,1000,0.0
3665,貿聯-KY,4833848,3.17
3711,日月光投控,14158000,3.1
4958,臻鼎-KY,1000,0.0
4966,譜瑞-KY,1642000,0.37
5274,信驊,379000,2.26
5347,世界,1000,0.0
5439,高技,3528000,0.39
6147,頎邦,6275000,0.52
6187,萬潤,1334000,0.5
6191,精成科,3988000,0.14
6223,旺矽,2352000,5.55
6271,同欣電,2966000,0.28
6274,台燿,5058000,2.94
6278,台表科,4334000,0.3
6488,環球晶,350000,0.12
6510,精測,930000,1.09
6515,穎崴,313000,0.97
6669,緯穎,2417000,3.75
6805,富世達,1811000,1.08
8046,南電,8917000,3.18
8150,南茂,1000,0.0
8210,勤誠,2267000,0.99
8358,金居,980000,0.21
8996,高力,354000,0.18
