股票代號,股票名稱,股數,持股權重
1319,東陽,511000,0.02
1590,亞德客-KY,530000,0.26
1815,富喬,107000,0.0
2002,中鋼,5163000,0.03
2303,聯電,71190000,3.6
2308,台達電,6572000,5.62
2313,華通,329000,0.03
2317,鴻海,7307000,0.74
2327,國巨*,18313000,4.72
2330,台積電,11960000,9.85
2345,智邦,6231000,5.29
2357,華碩,1000,0.0
2368,金像電,7769000,3.59
2382,廣達,2491000,0.3
2383,台光電,4723000,8.45
2404,漢唐,1715000,0.69
2439,美律,18000,0.0
2449,京元電子,5208000,0.6
2454,聯發科,4263000,6.42
3008,大立光,329000,0.4
3017,奇鋐,5191000,4.84
3037,欣興,12466000,4.6
3264,欣銓,6217000,0.53
3376,新日興,1741000,0.12
3443,創意,96000,0.16
3533,嘉澤,852000,0.79
3653,健策,2267000,2.81
3661,世芯-KY,1000,0.0
3665,貿聯-KY,4703848,3.43
3711,日月光投控,17948000,3.83
4966,譜瑞-KY,1642000,0.48
5274,信驊,422000,2.8
5347,世界,1000,0.0
5439,高技,3528000,0.47
6147,頎邦,4631000,0.49
6187,萬潤,1334000,0.52
6191,精成科,3988000,0.14
6223,旺矽,2169000,4.52
6271,同欣電,686000,0.06
6274,台燿,4400000,2.6
6278,台表科,3734000,0.29
6510,精測,930000,1.02
6515,穎崴,442000,1.34
6669,緯穎,2437000,4.64
6805,富世達,1761000,1.19
8046,南電,10828000,3.21
8150,南茂,11635000,0.46
8210,勤誠,2167000,1.03
8358,金居,1980000,0.42
8996,高力,1034000,0.39
