股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,19743000,1.47,
1319,東陽,1504000,0.12,
1326,台化,9001000,0.39,
1815,富喬,5000,0.0,
2002,中鋼,4929000,0.09,
2308,台達電,4379000,6.05,
2313,華通,7000,0.0,
2327,國巨*,11083000,2.63,
2330,台積電,5428000,9.49,
2345,智邦,3646000,5.6,
2357,華碩,8000,0.0,
2368,金像電,6607000,5.78,
2383,台光電,2807000,7.55,
2404,漢唐,595000,0.48,
2439,美律,8000,0.0,
2449,京元電子,7512000,1.88,
2454,聯發科,508000,0.72,
2481,強茂,1636000,0.15,
3008,大立光,10000,0.02,
3017,奇鋐,3026000,6.05,
3037,欣興,7410000,3.71,
3045,台灣大,8000,0.0,
3189,景碩,2657000,0.86,
3211,順達,4086000,1.31,
3217,優群,477000,0.07,
3264,欣銓,2870000,0.45,
3324,雙鴻,160000,0.14,
3376,新日興,1428000,0.26,
3443,創意,267000,0.6,
3653,健策,1595000,5.72,
3661,世芯-KY,275000,0.72,
3665,貿聯-KY,3052848,5.65,
3711,日月光投控,6159000,2.15,
4979,華星光,1037000,0.38,
5274,信驊,318000,3.59,
5347,世界,5845000,0.62,
6139,亞翔,1559000,0.78,
6187,萬潤,388000,0.34,
6191,精成科,3402000,0.29,
6223,旺矽,1414000,5.14,
6274,台燿,1773000,1.06,
6488,環球晶,1330000,0.53,
6510,精測,604000,1.85,
6515,穎崴,268000,1.71,
6669,緯穎,76000,0.25,
6805,富世達,1130000,2.06,
8046,南電,6895000,3.78,
8210,勤誠,480000,0.39,
8358,金居,1955000,0.43,
8996,高力,515000,0.43,
