股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,19643000,1.6,
1319,東陽,1503000,0.12,
1326,台化,9000000,0.44,
1815,富喬,4000,0.0,
2002,中鋼,4928000,0.09,
2308,台達電,4369000,6.5,
2313,華通,6000,0.0,
2327,國巨*,10883000,2.81,
2330,台積電,5023000,8.95,
2345,智邦,3436000,5.62,
2357,華碩,7000,0.0,
2368,金像電,5931000,5.33,
2383,台光電,2636000,7.35,
2404,漢唐,575000,0.48,
2408,南亞科,1307000,0.29,
2439,美律,7000,0.0,
2449,京元電子,7332000,2.0,
2454,聯發科,488000,0.74,
3008,大立光,9000,0.02,
3017,奇鋐,2976000,6.36,
3037,欣興,7410000,3.66,
3045,台灣大,7000,0.0,
3189,景碩,2657000,0.92,
3211,順達,3999000,1.42,
3217,優群,357000,0.05,
3264,欣銓,1890000,0.31,
3324,雙鴻,160000,0.15,
3376,新日興,1427000,0.29,
3443,創意,266000,0.62,
3653,健策,1478000,5.76,
3661,世芯-KY,274000,0.75,
3665,貿聯-KY,2898848,5.46,
3711,日月光投控,6059000,2.14,
4979,華星光,1037000,0.39,
5274,信驊,288000,3.24,
5347,世界,5720000,0.67,
6139,亞翔,1526000,0.83,
6187,萬潤,388000,0.35,
6191,精成科,3401000,0.31,
6223,旺矽,1404000,5.25,
6274,台燿,925000,0.56,
6488,環球晶,1702000,0.74,
6510,精測,603000,2.0,
6515,穎崴,268000,2.06,
6669,緯穎,75000,0.25,
6805,富世達,782000,1.43,
8046,南電,6057000,3.52,
8210,勤誠,1240000,1.11,
8358,金居,1895000,0.44,
8996,高力,485000,0.43,
