股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,19943000,1.39,
1319,東陽,491000,0.03,
1326,台化,9002000,0.36,
1815,富喬,6000,0.0,
2002,中鋼,4930000,0.08,
2308,台達電,4450000,6.28,
2313,華通,8000,0.0,
2327,國巨*,12614000,3.1,
2330,台積電,5827000,9.4,
2345,智邦,3726000,5.5,
2357,華碩,9000,0.0,
2368,金像電,6607000,5.65,
2383,台光電,2861000,7.71,
2404,漢唐,784000,0.59,
2439,美律,9000,0.0,
2449,京元電子,8903000,2.13,
2454,聯發科,528000,0.69,
2481,強茂,1637000,0.13,
3008,大立光,11000,0.02,
3017,奇鋐,3066000,5.47,
3037,欣興,9287000,4.71,
3045,台灣大,9000,0.0,
3189,景碩,2697000,0.8,
3211,順達,3902000,1.14,
3217,優群,484000,0.06,
3264,欣銓,2916000,0.45,
3324,雙鴻,161000,0.12,
3376,新日興,1429000,0.23,
3443,創意,271000,0.61,
3583,辛耘,527000,0.3,
3653,健策,1734000,5.69,
3661,世芯-KY,236000,0.59,
3665,貿聯-KY,3132848,5.65,
3711,日月光投控,6259000,2.12,
4979,華星光,1037000,0.39,
5274,信驊,323000,3.19,
6147,頎邦,7692000,0.73,
6187,萬潤,388000,0.33,
6191,精成科,3402000,0.26,
6223,旺矽,1434000,5.29,
6274,台燿,2954000,1.92,
6488,環球晶,1380000,0.56,
6510,精測,605000,1.68,
6515,穎崴,283000,1.96,
6669,緯穎,77000,0.23,
6805,富世達,1160000,1.66,
8046,南電,8269000,4.39,
8210,勤誠,64000,0.05,
8358,金居,4809000,1.12,
8996,高力,535000,0.48,
