股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,20441000,1.4,
1319,東陽,492000,0.03,
1326,台化,9223000,0.39,
1815,富喬,6000,0.0,
2002,中鋼,5051000,0.08,
2308,台達電,4560000,6.16,
2327,國巨*,12928000,3.11,
2330,台積電,6013000,9.53,
2345,智邦,3818000,5.57,
2357,華碩,10000,0.0,
2368,金像電,6771000,6.01,
2383,台光電,2932000,8.16,
2404,漢唐,803000,0.57,
2439,美律,10000,0.0,
2449,京元電子,9125000,2.12,
2454,聯發科,679000,0.9,
2481,強茂,1676000,0.13,
3008,大立光,11000,0.02,
3017,奇鋐,3142000,5.6,
3037,欣興,9287000,4.28,
3045,台灣大,10000,0.0,
3189,景碩,2764000,0.79,
3211,順達,3849000,1.04,
3217,優群,495000,0.06,
3264,欣銓,2988000,0.43,
3324,雙鴻,162000,0.12,
3376,新日興,1464000,0.22,
3443,創意,271000,0.64,
3583,辛耘,527000,0.28,
3653,健策,1777000,5.48,
3661,世芯-KY,241000,0.6,
3665,貿聯-KY,3210848,5.69,
3711,日月光投控,6415000,2.1,
4979,華星光,1037000,0.39,
5274,信驊,331000,3.32,
5439,高技,1404000,0.39,
6147,頎邦,7884000,0.69,
6187,萬潤,388000,0.31,
6191,精成科,3485000,0.28,
6223,旺矽,1469000,5.17,
6274,台燿,2954000,1.96,
6488,環球晶,1414000,0.55,
6510,精測,606000,1.57,
6515,穎崴,290000,1.9,
6669,緯穎,175000,0.51,
6805,富世達,1188000,1.59,
8046,南電,8269000,4.12,
8210,勤誠,864000,0.64,
8358,金居,4809000,1.17,
8996,高力,535000,0.46,
