股票代號,股票名稱,股數,持股權重
1303,南亞,8013000,0.41
1319,東陽,506000,0.02
1815,富喬,106000,0.01
2002,中鋼,5158000,0.06
2303,聯電,29205000,1.33
2308,台達電,5317000,5.98
2313,華通,114000,0.02
2327,國巨*,14138000,2.67
2330,台積電,7131000,8.55
2345,智邦,4431000,5.26
2357,華碩,13000,0.0
2368,金像電,7389000,5.29
2383,台光電,3138000,7.15
2404,漢唐,1056000,0.64
2449,京元電子,9930000,1.59
2454,聯發科,1948000,2.19
2481,強茂,3649000,0.24
3008,大立光,13000,0.02
3017,奇鋐,3547000,5.23
3037,欣興,9287000,3.73
3189,景碩,2826000,0.72
3211,順達,3859000,0.84
3217,優群,580000,0.06
3264,欣銓,4715000,0.52
3324,雙鴻,168000,0.1
3376,新日興,1560000,0.19
3443,創意,271000,0.57
3583,辛耘,527000,0.25
3653,健策,2108000,6.27
3661,世芯-KY,350000,0.75
3665,貿聯-KY,3612848,5.26
3711,日月光投控,7167000,1.96
4979,華星光,1037000,0.43
5274,信驊,351000,3.0
5439,高技,2656000,0.69
6147,頎邦,7884000,0.59
6187,萬潤,436000,0.32
6191,精成科,3814000,0.26
6223,旺矽,1648000,5.01
6274,台燿,3019000,1.7
6488,環球晶,923000,0.3
6510,精測,711000,1.6
6515,穎崴,344000,2.2
6669,緯穎,582000,1.37
6805,富世達,1536000,1.72
7769,鴻勁,94000,0.25
8046,南電,8609000,4.06
8210,勤誠,1005000,0.61
8358,金居,5508000,1.32
8996,高力,535000,0.38
