股票代號,股票名稱,股數,持股權重
1303,南亞,19743000,1.48
1319,東陽,1504000,0.11
1326,台化,9001000,0.36
1815,富喬,5000,0.0
2002,中鋼,4929000,0.09
2308,台達電,4379000,6.42
2327,國巨*,11083000,2.65
2330,台積電,5428000,9.33
2345,智邦,3646000,5.49
2357,華碩,8000,0.0
2368,金像電,6607000,5.81
2383,台光電,2861000,7.99
2404,漢唐,764000,0.61
2439,美律,8000,0.0
2449,京元電子,7512000,1.85
2454,聯發科,508000,0.71
2481,強茂,1636000,0.15
3008,大立光,10000,0.02
3017,奇鋐,3026000,5.95
3037,欣興,8443000,4.61
3189,景碩,2657000,0.92
3211,順達,4086000,1.36
3217,優群,477000,0.07
3264,欣銓,2870000,0.42
3324,雙鴻,160000,0.14
3376,新日興,1428000,0.27
3443,創意,267000,0.59
3583,辛耘,226000,0.11
3653,健策,1595000,5.64
3661,世芯-KY,233000,0.59
3665,貿聯-KY,3052848,5.42
3711,日月光投控,6159000,2.08
4979,華星光,1037000,0.39
5274,信驊,318000,3.53
5347,世界,5845000,0.67
6139,亞翔,1559000,0.76
6147,頎邦,5601000,0.49
6187,萬潤,388000,0.34
6191,精成科,3402000,0.28
6223,旺矽,1414000,5.37
6274,台燿,2670000,1.71
6488,環球晶,1330000,0.51
6510,精測,604000,1.83
6515,穎崴,268000,1.84
6669,緯穎,76000,0.24
6805,富世達,1130000,1.88
8046,南電,7557000,4.24
8210,勤誠,34000,0.03
8358,金居,2750000,0.65
8996,高力,515000,0.42
