股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,16352000,1.06,
1319,東陽,493000,0.03,
1815,富喬,106000,0.01,
2002,中鋼,5052000,0.07,
2308,台達電,4610000,6.04,
2313,華通,59000,0.01,
2327,國巨*,13128000,3.1,
2330,台積電,6121000,9.34,
2345,智邦,3878000,5.6,
2357,華碩,11000,0.0,
2368,金像電,6821000,5.83,
2383,台光電,3012000,8.42,
2404,漢唐,804000,0.54,
2439,美律,11000,0.0,
2449,京元電子,9275000,1.98,
2454,聯發科,1067000,1.4,
2481,強茂,1716000,0.13,
3008,大立光,12000,0.02,
3017,奇鋐,3202000,5.46,
3037,欣興,9287000,4.21,
3045,台灣大,11000,0.0,
3189,景碩,2764000,0.78,
3211,順達,3850000,0.98,
3217,優群,545000,0.06,
3264,欣銓,2989000,0.41,
3324,雙鴻,163000,0.12,
3376,新日興,1465000,0.21,
3443,創意,271000,0.61,
3583,辛耘,527000,0.27,
3653,健策,1837000,5.6,
3661,世芯-KY,251000,0.59,
3665,貿聯-KY,3260848,5.62,
3711,日月光投控,6535000,2.14,
4979,華星光,1037000,0.41,
5274,信驊,343000,3.49,
5439,高技,1719000,0.5,
6147,頎邦,7884000,0.61,
6187,萬潤,388000,0.32,
6191,精成科,3585000,0.27,
6223,旺矽,1489000,5.03,
6274,台燿,2954000,2.05,
6488,環球晶,1434000,0.54,
6510,精測,620000,1.64,
6515,穎崴,305000,2.03,
6669,緯穎,195000,0.53,
6805,富世達,1308000,1.75,
8046,南電,8389000,4.04,
8210,勤誠,944000,0.69,
8358,金居,5389000,1.32,
8996,高力,535000,0.43,
