股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,8014000,0.39,
1319,東陽,507000,0.02,
1815,富喬,106000,0.01,
2002,中鋼,5159000,0.06,
2303,聯電,29505000,1.23,
2308,台達電,5819000,6.4,
2313,華通,714000,0.1,
2327,國巨*,14238000,2.51,
2330,台積電,8068000,9.02,
2345,智邦,4840000,5.78,
2368,金像電,7389000,4.94,
2383,台光電,3358000,7.24,
2404,漢唐,1057000,0.58,
2449,京元電子,10050000,1.54,
2454,聯發科,2674000,3.05,
2481,強茂,3650000,0.22,
3008,大立光,14000,0.02,
3017,奇鋐,3667000,5.13,
3037,欣興,9287000,3.6,
3189,景碩,2826000,0.73,
3211,順達,3860000,0.8,
3217,優群,630000,0.06,
3264,欣銓,4715000,0.53,
3324,雙鴻,169000,0.1,
3376,新日興,1560000,0.19,
3443,創意,271000,0.55,
3583,辛耘,527000,0.22,
3653,健策,2168000,6.35,
3661,世芯-KY,665000,1.45,
3665,貿聯-KY,3692848,4.89,
3711,日月光投控,7369000,1.9,
4979,華星光,1037000,0.37,
5274,信驊,351000,2.92,
5439,高技,2756000,0.66,
6147,頎邦,7884000,0.58,
6187,萬潤,456000,0.33,
6191,精成科,3864000,0.24,
6223,旺矽,1698000,4.58,
6274,台燿,3019000,1.59,
6415,矽力*-KY,630000,0.14,
6488,環球晶,948000,0.31,
6510,精測,781000,1.75,
6515,穎崴,353000,2.06,
6669,緯穎,794000,1.83,
6805,富世達,1596000,1.67,
7769,鴻勁,94000,0.23,
8046,南電,8852000,3.81,
8210,勤誠,1006000,0.56,
8358,金居,5558000,1.19,
8996,高力,535000,0.35,
