股票代號,股票名稱,股數,持股權重
1590,亞德客-KY,1000,0.0
2002,中鋼,5163000,0.03
2303,聯電,89118000,4.91
2308,台達電,7420000,4.86
2313,華通,501000,0.04
2317,鴻海,1000,0.0
2327,國巨*,25107000,4.94
2330,台積電,11864000,10.05
2345,智邦,6464000,4.26
2360,致茂,1000,0.0
2368,金像電,1363000,0.49
2382,廣達,1000,0.0
2383,台光電,4750000,7.95
2408,南亞科,1000,0.0
2439,美律,1000,0.0
2449,京元電子,13138450,1.43
2454,聯發科,5186000,9.25
2481,強茂,5000,0.0
2637,慧洋-KY,1000,0.0
3008,大立光,1000,0.0
3017,奇鋐,5949000,6.95
3037,欣興,20300000,7.83
3264,欣銓,5182000,0.49
3376,新日興,1740000,0.11
3443,創意,413000,1.19
3653,健策,2512000,5.04
3661,世芯-KY,1000,0.0
3665,貿聯-KY,3943848,3.05
3711,日月光投控,16811000,4.01
4958,臻鼎-KY,3543000,0.6
4966,譜瑞-KY,1000,0.0
4979,華星光,1000,0.0
5274,信驊,207900,1.5
5347,世界,1000,0.0
6187,萬潤,1000,0.0
6191,精成科,3988000,0.12
6223,旺矽,2544000,4.68
6271,同欣電,2222000,0.17
6274,台燿,5696000,2.83
6278,台表科,3248000,0.24
6488,環球晶,1000,0.0
6510,精測,400000,0.51
6515,穎崴,95000,0.19
6669,緯穎,5582561,4.07
6805,富世達,1773000,1.53
8046,南電,9037000,3.63
8150,南茂,1000,0.0
8210,勤誠,1159000,0.36
8358,金居,1000,0.0
8996,高力,485000,0.28
