股票代號,股票名稱,股數,持股權重,收盤價
1303,南亞,19743000,1.46,
1319,東陽,1504000,0.12,
1326,台化,9001000,0.41,
1815,富喬,5000,0.0,
2002,中鋼,4929000,0.09,
2308,台達電,4379000,6.05,
2313,華通,7000,0.0,
2327,國巨*,11083000,2.7,
2330,台積電,5428000,9.57,
2345,智邦,3496000,5.29,
2357,華碩,8000,0.0,
2368,金像電,6081000,5.24,
2383,台光電,2696000,7.02,
2404,漢唐,595000,0.49,
2439,美律,8000,0.0,
2449,京元電子,7512000,1.96,
2454,聯發科,508000,0.76,
3008,大立光,10000,0.02,
3017,奇鋐,3026000,6.03,
3037,欣興,7410000,3.3,
3045,台灣大,8000,0.0,
3189,景碩,2657000,0.83,
3211,順達,4086000,1.41,
3217,優群,477000,0.07,
3264,欣銓,1990000,0.31,
3324,雙鴻,160000,0.14,
3376,新日興,1428000,0.27,
3443,創意,267000,0.58,
3583,辛耘,8000,0.0,
3653,健策,1518000,5.77,
3661,世芯-KY,275000,0.68,
3665,貿聯-KY,2948848,5.14,
3711,日月光投控,6159000,2.03,
4979,華星光,1037000,0.35,
5274,信驊,318000,3.41,
5347,世界,5845000,0.68,
6139,亞翔,1559000,0.82,
6187,萬潤,388000,0.31,
6191,精成科,3402000,0.3,
6223,旺矽,1414000,5.09,
6274,台燿,975000,0.56,
6488,環球晶,1739000,0.73,
6510,精測,604000,1.86,
6515,穎崴,268000,1.92,
6669,緯穎,76000,0.25,
6805,富世達,842000,1.48,
8046,南電,6189000,3.24,
8210,勤誠,1240000,1.08,
8358,金居,1955000,0.46,
8996,高力,515000,0.44,
