股票代號,股票名稱,股數,持股權重
1319,東陽,511000,0.02
1590,亞德客-KY,530000,0.25
1815,富喬,107000,0.0
2002,中鋼,5163000,0.04
2303,聯電,71690000,3.17
2308,台達電,6572000,5.41
2313,華通,329000,0.03
2317,鴻海,7307000,0.72
2327,國巨*,18313000,5.03
2330,台積電,11960000,10.03
2345,智邦,6334000,5.6
2368,金像電,7949000,3.95
2382,廣達,5441000,0.75
2383,台光電,4486000,7.82
2404,漢唐,1200000,0.49
2439,美律,18000,0.0
2449,京元電子,3645000,0.38
2454,聯發科,4405000,6.55
2481,強茂,5000,0.0
3008,大立光,1000,0.0
3017,奇鋐,5191000,4.87
3037,欣興,12466000,4.15
3264,欣銓,1000,0.0
3376,新日興,1741000,0.15
3443,創意,167000,0.26
3533,嘉澤,852000,0.71
3653,健策,2267000,3.16
3661,世芯-KY,1000,0.0
3665,貿聯-KY,4703848,3.6
3711,日月光投控,17948000,3.54
4966,譜瑞-KY,1642000,0.4
5274,信驊,422000,2.7
5347,世界,1000,0.0
5439,高技,3528000,0.46
6147,頎邦,5775000,0.51
6187,萬潤,1334000,0.53
6191,精成科,3988000,0.14
6223,旺矽,2169000,4.37
6271,同欣電,686000,0.05
6274,台燿,4400000,2.47
6278,台表科,3734000,0.27
6510,精測,930000,1.21
6515,穎崴,442000,1.35
6669,緯穎,2492000,4.8
6805,富世達,1761000,1.22
8046,南電,10828000,3.29
8150,南茂,11635000,0.37
8210,勤誠,2167000,1.09
8358,金居,980000,0.21
8996,高力,1034000,0.46
