股票代號,股票名稱,股數,持股權重
1303,南亞,17098000,1.31
1319,東陽,1502000,0.13
1326,台化,8828000,0.41
1815,富喬,3000,0.0
2002,中鋼,4927000,0.1
2308,台達電,4339000,6.72
2327,國巨*,10803000,2.9
2330,台積電,4873000,9.17
2345,智邦,3301000,5.66
2357,華碩,6000,0.0
2368,金像電,5841000,5.48
2383,台光電,2636000,7.94
2404,漢唐,574000,0.53
2408,南亞科,1306000,0.3
2439,美律,6000,0.0
2449,京元電子,7082000,2.09
2454,聯發科,487000,0.79
3008,大立光,8000,0.02
3017,奇鋐,2976000,6.93
3037,欣興,7410000,3.8
3045,台灣大,6000,0.0
3189,景碩,2657000,0.96
3211,順達,3198000,1.18
3217,優群,356000,0.06
3264,欣銓,1790000,0.27
3324,雙鴻,159000,0.16
3376,新日興,1426000,0.31
3443,創意,265000,0.69
3533,嘉澤,115000,0.27
3653,健策,1378000,5.55
3661,世芯-KY,339000,1.06
3665,貿聯-KY,2775848,5.15
3711,日月光投控,5654000,2.08
4979,華星光,1037000,0.44
5274,信驊,258000,3.05
5347,世界,5719000,0.68
6139,亞翔,1525000,0.92
6187,萬潤,388000,0.37
6191,精成科,3400000,0.32
6223,旺矽,1384000,5.17
6274,台燿,845000,0.52
6488,環球晶,1701000,0.79
6510,精測,591000,1.86
6515,穎崴,268000,2.23
6669,緯穎,74000,0.26
6805,富世達,682000,1.33
8046,南電,5697000,3.32
8210,勤誠,1459000,1.35
8358,金居,1865000,0.48
8996,高力,335000,0.29
